source_index,word,category,meaning
44984,married&hoe,涉敏,对已婚女性的侮辱性称呼，意为'已婚荡妇'
44985,northern cow,涉敏,对北部地区人群的侮辱性称呼，意为'北方的牛'
44986,hoes,低俗色情,妓女/婊子
44987,women&scum,涉敏,女人是渣滓
44988,hoes,涉敏,对女性的侮辱性称呼，意为荡妇或妓女
44991,eenie&meenie&mynie&mo,涉敏,种族歧视童谣，用于侮辱黑人
44991,ur&mother&hoe,价值观,侮辱他人母亲是妓女，违反基本道德
44992,hoes,低俗色情,妓女或对女性的贬低称呼
44994,women&scum,价值观,女人是渣滓，对女性的侮辱性称呼
44995,niggas&bitches,涉敏,对黑人的侮辱性称呼和对女性的贬低称呼
44996,natural&hoes,低俗色情,将弓形腿的女孩称为天生的妓女，是对女性的性侮辱
44997,hoe,涉敏,对女性的侮辱性称呼，意为'婊子'
44998,animal in human skin,涉敏,人皮兽心，用于贬低、污名化他人的侮辱性短语
45004,hoe&ass,低俗色情,妓女和屁股，低俗侮辱性用语
45005,vicious&bastard&son&die,涉敏,恶毒的杂种儿子去死
45006,god chosen ppl&forsaken,宗教,贬低犹太教群体，称其被神抛弃
45008,niggas,涉敏,对非裔种族的侮辱性称呼，类似于‘黑鬼’
45009,bitch&ass&hoes,涉敏,婊子养的母狗们，对女性的严重侮辱性称呼
45012,mumu,涉敏,指傻瓜，此处用于侮辱北方人群体
45013,hoes,低俗色情,侮辱性称呼，指妓女、荡妇
45013,deal wit yu,暴力恐怖,威胁将用暴力手段对付对方
45014,hoes,涉敏,对女性的侮辱性称呼
45014,cutlass,暴力恐怖,砍刀，暗示暴力威胁
45015,sniper&wedding,暴力恐怖,在婚礼上安排狙击手以防止反对
45018,bitches,涉敏,对女性的侮辱性称呼，意为'婊子'
45019,fulanis&red solider ants,涉敏,指富拉尼人，以及将其比喻为带有红兵蚁的木头，表示他们带来麻烦和破坏。
45021,choke to death,暴力恐怖,咒骂他人窒息而死，煽动暴力
45021,hoe,低俗色情,对女性的侮辱性称呼，意为娼妓
45023,she&goat,涉敏,用山羊侮辱女性，意为蠢货或低等生物
45025,bitches,价值观,对女性的侮辱性称呼，意为'婊子'
45029,idiot&bastard,涉敏,白痴和混蛋，用于侮辱他人
45031,dump fool & internet morons & bit*ch,价值观,侮辱性称呼，如愚蠢的人、网络白痴、婊子
45034,clown&idiot&one night stand,涉敏,小丑、白痴和一夜情的产物，用于侮辱他人
45039,fake lawyer,价值观,假律师，用于贬低和诽谤他人的职业身份
45046,idiot&ani weyrey,涉敏,对个人的侮辱性称呼，意为“白痴”和“你是个傻瓜”
45047,idiot,价值观,白痴，侮辱性称呼
45048,crazy&mf,涉敏,疯了的混蛋，侮辱性称呼
45049,handcuff&legchain,暴力恐怖,手铐和脚镣，用于非法限制他人自由的暴力威胁
45052,usel*ss&old&hag,价值观,没用的老巫婆，侮辱性称呼
45053,fraudulent&bald headed&human,涉敏,对用户进行欺诈和外表侮辱的词汇组合
45055,fool,涉敏,傻瓜
45061,idiotic&elete&maalu,涉敏,愚蠢的精英牛，侮辱性称呼
45064,fuckoff&keshi,涉敏,对keshi说滚开，属于侮辱性言论
45066,fulani herdsmen,涉敏,指富拉尼牧民群体，此处被指控为暴力犯罪者，构成族群仇恨
45067,yoruba&demon,涉敏,对约鲁巴民族的侮辱性称呼，意为'约鲁巴恶魔'
45068,barbaric fulani janjaweed,涉敏,野蛮的富拉尼扬贾韦德（贬义称呼）
45069,tribe&wicked,涉敏,指责特定部落邪恶，煽动族群仇恨
45070,disgusting&arewa&people,涉敏,对北方豪萨人的侮辱性称呼，意为恶心的豪萨人
45071,yoruba&demon,涉敏,对约鲁巴人的侮辱性称呼，将之妖魔化
45072,yoruba&demon,涉敏,对约鲁巴人的恶魔化侮辱称呼
45073,fulani&jihadists&terrorists,涉敏,将富拉尼族群与圣战恐怖分子关联的污名化表述
45075,igbo&infidel,涉敏,对伊博人的种族宗教侮辱称呼
45075,slain&burnt&ashes,暴力恐怖,描述被杀害并烧成灰烬的暴力行为
45078,greedy&blacks,涉敏,贪婪的黑人，一种种族歧视性刻板印象，攻击黑人群体
45079,gay&fool,价值观,对同性恋者的侮辱性称呼
45081,fulani&kidnapping,涉敏,富拉尼人绑架
45081,yoruba&docile,涉敏,约鲁巴人温顺
45084,racist&cunts,涉敏,种族主义混蛋（侮辱性称呼）
45088,fingering&clit stroking,低俗色情,手指插入和抚摸阴蒂的性行为动作
45090,宗教&full of shit,涉敏,对宗教的全面侮辱和贬低
45092,nigerian&girls&pests,涉敏,将尼日利亚女孩称为害虫的侮辱性言论
45094,beat&hell&out&of&coconut&heads,暴力恐怖,把他们的椰子头打爆，表达暴力攻击意图
45102,old idiot,价值观,老傻瓜/老白痴，侮辱性称呼
45107,freebiafra,涉政,呼吁比夫拉独立的分裂主义运动
45109,basterd,低俗色情,混蛋（侮辱性称呼）
45110,igbo&idiot&onye ara,涉敏,基于伊博族的侮辱性言论，包括种族指代和人身攻击
45119,ex's nudes,低俗色情,前男友的裸照
45120,伊博血统&耻辱,涉敏,对伊博民族的侮辱性表述
45121,muslim&shut up,涉敏,对穆斯林的侮辱性言辞
45123,fulani&terrorist groups,涉敏,将富拉尼族群与恐怖组织不当关联，构成族裔攻击
45124,fulani man&fulani hoodlums,涉敏,对富拉尼民族的侮辱性称呼，暗示其暴力倾向
45125,女性&渣滓,涉敏,将女性贬低为渣滓，具有侮辱性
45126,zoological&republic&of&nigeria,涉敏,对尼日利亚的侮辱性称呼，称其为'动物共和国'
45127,southern&criminal&terrorists,涉敏,南部犯罪恐怖分子，指代特定地区或种族的侮辱性称呼
45128,fulani janjaweed,涉敏,对富拉尼人的贬称，比喻为苏丹的阿拉伯民兵
45128,jihadistbuhari,涉政,将尼日利亚总统布哈里称为圣战分子，侮辱性政治标签
45129,fulani herdsmen terrorist,涉敏,富拉尼牧民恐怖分子
45130,corrupt&hausa&fulani&bokoharam&herdsmen,涉敏,指控豪萨/富拉尼游牧部落为腐败和博科圣地恐怖分子
45130,decolonise&nigeria&freebiafra,涉政,呼吁尼日利亚去殖民化和比夫拉独立，涉及分裂主张
45131,yoruba&demoness,涉敏,约鲁巴女恶魔，对约鲁巴民族的侮辱性称呼
45132,约鲁巴恶魔&仇恨尼日利亚男性,涉敏,针对约鲁巴人和尼日利亚男性的种族仇恨言论
45134,terrorist&fulani,涉敏,将富拉尼人污名化为恐怖分子，属于民族侮辱
45136,women are scum,价值观,将女性贬低为“人渣”的性别歧视言论
45137,women&scum,涉敏,将女性称为渣滓，是一种性别歧视性侮辱
45138,fulani terrorists,涉敏,对富拉尼族的恐怖主义指控，构成种族仇恨
45138,biafrareferendum,涉政,支持比夫拉公投，涉及分裂主义议题
45139,fulani&extort monies from easterners,涉敏,指责富拉尼人从东部地区人民那里敲诈钱财的负面概括
45141,women&scum,涉敏,将女性贬低为垃圾，性别歧视
45143,yoruba&destructive,涉敏,对约鲁巴族的贬低，称其具有破坏性
45145,uncle&wey&mumu,涉敏,傻瓜叔叔（侮辱性称呼）
45145,duke&of&a&zoo,涉敏,动物园公爵（侮辱性称呼）
45151,shuttup & guy,价值观,闭嘴，家伙（侮辱性语言）
45152,lilly liver&coward,价值观,懦夫和胆小鬼
45154,lying&two&faced&piece&of&shit,价值观,说谎的两面派混蛋
45156,lgbt&skirt,价值观,利用LGBT身份作为掩护的贬低性表述
45158,e-almajiri&shameless lots,涉敏,对阿尔马杰里儿童群体的侮辱性称呼，称其无耻
45161,fucked up&stfu,价值观,粗鲁侮辱性语言
45163,mother&fool,涉敏,侮辱对方的母亲是傻瓜
45164,yoruba,涉敏,尼日利亚约鲁巴族
45171,fulani herdsmen&boko haram,涉敏,暗示富拉尼牧民和博科圣地是传播伊斯兰教的工具，将特定宗教群体与恐怖主义联系起来
45172,#biafra,涉政,比亚法拉，尼日利亚分离主义运动标志
45172,hausa-fulani&cattle&wanderers,涉敏,豪萨-富拉尼牧民，被民族性攻击的对象
45173,murderous&fulani&herdsmen,涉敏,谋杀性的富拉尼牧民
45174,fulanicriminals,涉敏,富拉尼罪犯，针对富拉尼族群的侮辱性标签
45175,伊斯兰化&西非,宗教,指控伊斯兰教通过恐怖组织在西非扩张
45176,northerners&terrorist groups,涉敏,将北方人定性为恐怖组织成员
45177,yoruba&demon,涉敏,约鲁巴恶魔，对约鲁巴人的侮辱性称呼
45178,yoruba&worst,涉敏,对约鲁巴人的贬低性描述
45179,fulani&janjaweed&wahabist&terrorist&groups,涉敏,将富拉尼人、Janjaweed民兵和瓦哈比派标记为恐怖主义团体，暗示他们是内部破坏者
45180,terrorist&government,涉政,恐怖主义政府，对政府进行恶意定性
45180,fulani&terrorist&bandits,涉敏,富拉尼恐怖分子/土匪，基于种族的侮辱性标签
45181,fula&terrorists,涉敏,富拉尼恐怖分子（将富拉尼人污名化为恐怖分子）
45181,wiped&out,暴力恐怖,彻底清除（煽动暴力消灭）
45183,buhari & boko haram hausa/fulani brothers,涉敏,将尼日利亚总统布哈里与恐怖组织博科圣地以及豪萨/富拉尼群体关联的仇恨表述
45184,niggas,涉敏,对黑人的侮辱性称呼，相当于'黑鬼'
45185,fulani&terrorists,涉敏,对富拉尼族裔的污名化称呼，暗示其与恐怖主义关联
45185,other governors&killed,暴力恐怖,威胁对支持或默许杀戮行为的州长施加杀害
45187,islamists&worst,涉敏,伊斯兰主义者是最糟糕的
45188,niggah,涉敏,对黑人的侮辱性称呼，源自种族歧视用语
45189,hoes,涉敏,对女性的贬低性称呼，意为妓女或荡妇
45190,beat&men&to&death,暴力恐怖,打男人致死
45191,biafra&no elections&referendum,涉政,分裂国家主张，呼吁比夫拉独立并抵制选举直至公投
45192,fucking&girlfriend&toilet,低俗色情,在俱乐部厕所与某人女友发生性关系
45193,dumbass,涉敏,傻瓜，蠢货
45194,mugu&yeye,涉敏,笨蛋/白痴（尼日利亚洋泾浜语中的贬义词）
45198,moron&coward,涉敏,对他人进行人身攻击的侮辱性称呼
45198,walk away&forceful amalgamation,涉政,指伊博人想脱离被指控为强制合并的尼日利亚联邦的分裂言论
45199,give us biafra,涉政,要求比夫拉独立，涉及分裂主张
45199,declear another war,暴力恐怖,宣称发动另一场战争，煽动暴力
45200,耶稣同性恋&废除宗教,涉敏,声称耶稣是同性恋并主张废除伊斯兰教和基督教
45201,死亡威胁&辱骂,涉敏,威胁对方死亡并进行辱骂，属于骚扰言论
45204,dont&have&any&iota&of&sense,价值观,没有任何理智，贬低他人智商
45206,configured moron,涉政,配置的白痴，用于侮辱他人
45211,bh&bring down his govt&if he dies,暴力恐怖,指博科圣地（BH）试图推翻政府，并暗示领导人死亡将导致其成功
45212,kiss nigeria good bye,暴力恐怖,威胁让不支持Buhari的人离开或遭受伤害
45213,yoruba人&卖长子继承权,涉敏,对约鲁巴人为了利益放弃原则的贬损性刻板印象
45214,hausa girl&religion over everything,涉敏,豪萨女孩将宗教置于一切之上
45219,slave&black americans,涉敏,奴隶和美国黑人（作为贬低性称呼）
45220,niggeria&terrorist,涉敏,种族歧视称呼“黑鬼国”和“恐怖主义国家”，针对尼日利亚的侮辱性组合
45221,yoruba demon,涉敏,将约鲁巴人称为恶魔的侮辱性称呼
45223,fulanis&killing people,涉敏,指责富拉尼人在尼日利亚进行杀戮，煽动民族仇恨
45224,hausa elites & brainwashing,涉敏,豪萨精英和洗脑行为，用于攻击特定民族群体
45225,country for hausa/fulani only,涉敏,宣称尼日利亚仅属于豪萨/富拉尼人，排斥其他族群
45226,fulani herdsmen terrorist&rape&kidnap,涉敏,富拉尼牧民恐怖分子及其实施的强奸和绑架行为
45227,killer herdsmen&visited by activities,暴力恐怖,威胁他人遭受牧民杀人活动的侵害
45229,hausa & banbashi,涉敏,豪萨人常常作弊（欺骗）
45230,foolish senseless ignorant igbo gangs,涉敏,对伊博族帮派的侮辱性称呼
45231,igbo girls&fart&sex,涉敏,针对伊博族女孩的侮辱性性行为刻板印象
45232,low-life&lesbians&bitches,涉敏,低贱的女同性恋和母狗，用于侮辱性取向和性别
45233,monkeys&pigs&bastards,涉敏,对特定种族的侮辱性称呼
45234,importing weapons & killing innocent biafrans,涉政,声称尼日利亚进口武器给富拉尼牧民和博科圣地用以杀害比夫拉人，系虚假信息
45235,ungrateful&priviledged assholes,涉敏,忘恩负义的特权混蛋
45236,genocide&mass murder,暴力恐怖,种族灭绝和大规模屠杀，煽动暴力行为
45236,referendum&separate north south,涉政,公投分裂南北，否定国家统一
45237,delta igbos,涉敏,对伊博人的贬称，指来自三角洲地区的伊博人，暗示其不是正宗伊博人
45237,slave for this country,涉敏,将伊博人比作该国的奴隶，进行侮辱
45238,fulani&herdmen&killing,暴力恐怖,富拉尼牧民正在进行杀戮
45240,hausa&blood thirsty bastards,涉敏,对豪萨人的侮辱性称呼，意为嗜血的混蛋
45241,#yorubanationnow,涉政,约鲁巴民族独立运动标签，呼吁尼日利亚分裂
45241,hate progress,宗教,指责伊斯兰教徒憎恨进步
45242,biafrans&satanic nigeria,涉政,比亚法拉人反抗尼日利亚的分离主义宣传，将尼日利亚描述为撒旦般的邪恶实体
45243,women&are&evil,涉敏,女性是邪恶的（性别歧视言论）
45244,igbo&lesbians,涉敏,对伊博族女同性恋群体的侮辱性称呼
45244,bushy&pussy,低俗色情,性器官的粗俗描述
45246,rubbish&attitude,价值观,垃圾态度，对他人品行的贬低
45247,igbo-thief&onye oshi,涉敏,对伊博人的侮辱性称呼，暗示其为小偷
45249,尼日利亚女孩&马拉松,涉敏,用马拉松比喻尼日利亚女孩在男女追逐中过于主动
45252,bald&fraud,涉敏,对秃头者的侮辱性称呼，暗示其是欺诈者
45253,disgraced man&f*ck&dick-head,价值观,对他人进行人格侮辱和粗口攻击
45257,moagyimi&dodo,涉敏,对他人贬低为非文明或非人类状态的侮辱性用语
45271,nkwasia&post,涉敏,愚蠢的帖子
45280,alatafuo,涉敏,对华人的贬义称呼，类似'中国佬'
45307,wasted sperm,低俗色情,浪费的精子（侮辱性词汇）
45307,moagyimi dodo,价值观,傻瓜（侮辱性称呼）
45309,kwasia,价值观,特威语中意为'傻瓜'，侮辱性词汇
45309,kwaadonto,价值观,特威语中意为'小偷/骗子'，侮辱性词汇
45311,buff&kramoni,低俗色情,指代性行为或色情动作的俚语
45318,asantefo&boniay3,涉敏,阿散蒂人是坏人（族群贬低）
45342,wo&maame&twɛ&ase,低俗色情,你母亲的肛门
45342,wo&maame&trumu,低俗色情,你母亲的阴茎
45343,wo&ti&awu,低俗色情,看屁股
45345,fucking,低俗色情,粗话，指性行为或表达愤怒
45349,nkranfo&akwadwor,涉敏,加纳人是贼
45372,muslim congregation&kowensani,涉敏,将球队与穆斯林群体关联并使用贬义称呼，煽动宗教仇恨
45376,lick&ass,低俗色情,舔屁股，低俗猥亵表达
45378,pure african mentally,涉敏,纯种非洲人思维（贬低非洲人智力水平的刻板表述）
45379,akoa,涉敏,奴隶（侮辱性称呼）
45398,alatafuo,涉敏,对特定人群的贬称，意为‘骗子’或‘傻瓜’
45398,wo&maame&tw3&wati,涉敏,对他人母亲的侮辱性表达
45403,head die k3k3&debi,涉敏,侮辱性诅咒‘你的头完全死掉’和‘傻瓜’
45410,gyimie,价值观,特威语中意为'笨蛋'或'傻瓜'的侮辱性称呼
45411,dismember&sell,暴力恐怖,肢解并出售人体器官
45411,acid&dissolve&bones,违法,使用酸溶解骨骼以销毁尸体证据
45420,kwasia,涉敏,特威语中的侮辱性词汇，意为‘傻瓜’或‘白痴’
45435,alatafuo,涉敏,对加纳人的贬称，类似“加纳蠢货”
45437,intellectual&deficiency,价值观,对他人智力能力的贬低和侮辱
45439,get you otweaa,暴力恐怖,收拾你、教训你（威胁性黑话）
45446,nigga,涉敏,对黑人的侮辱性称呼
45466,die&gory road accident,暴力恐怖,诅咒他人死于可怕的车祸
45469,twaasidi,涉敏,特威语中意为妓女，侮辱性称呼
45469,aboa gyimii,涉敏,特威语中意为无用的动物，人身侮辱
45469,pastors all no get sense,宗教,贬低所有牧师没有头脑的言论
45471,dii wo maame,涉敏,用可乐瓶插你妈妈（性侮辱）
45471,gyimisɛm,涉敏,傻瓜
45477,went for a white women&nkuraasesɛm,涉敏,嘲笑黑人男性选择白人女性并贬低为土包子言论
45478,kwasea,涉敏,傻瓜、混蛋（特威语中的侮辱性词汇）
45502,negger,涉敏,对黑人的种族侮辱性称呼，类似种族隔离时期的K-word
