Tweet,Class
لبنان و قطر مخترقين داخلياً من ايران فلا تستغرب 	,0
كرمال هيك عم بدق ل جبران باسيل يقلو ما خصني شو بيحكي	,0
أنت أردني اوسخ من خائن	,1
يا ريت تخرس وتسد نيعك الوسخ	,1
كلامك على حق دائماالله يحميك 	,0
ومين القنصلية يلي رح تضل بتركيا وما تشك إنه تركيا بتجسس عليها الموضوع حيضر حتى تركيا	,0
معاليك و نتائج مجلس الخدمة المدنية مش هيك؟ مش لازم تندعم لانها لناس مشحرة و قدمت على الدولة بكفاءة و بدون واسطة	,0
وانت رفعة شي هههه 	,0
ايضا اسم جبران باسيل الو حصة ببرنامج طوني خليفة   هاهاهاااااااا	,0
يا ريت تتعلمو تعملو دولة متل قطر انت روح شوف المطار كيف شكلو و شوف انت وين عايش 	,0
تأبط شرا باسيل جبران	,0
ونعم بالله 	,0
لك النظام السوري انتصر وتاج راسك يا درزي يا خاين سد نيعك عمى اللي يعميك	,1
فيصل القاسم أنت درزي وفتان والآن بدأت الفتنة على الأردن سد بوزك واسكت	,1
جنبلاط زبال نيويورك يسعى الى كانتون درزي عبر دروز سوريا جنبلوط نقول لك حامض على بوزك	,1
من المهين في هذه المرحلة من يخرج ليحاضر علينا ان القصف هذا ليس لحريتكم ولا لسواد عيونكم بالله يا شيخ؟ مفكرنا ما منعرف؟	,0
خلو بالكم قطر ما وراها غير الخراب 	,0
عثمان وغيرو رح يتحاسبو كل ما في عنا صوت حق بينده للفقير 	,0
هيك نكاية فيك بهلول  استاذ فلسفة قال ما ناغص عيونكم إلا جبران باسيل موتوا قهر	,1
جبران باسيل وزير خارجية لبنان يجب ان تعود سوريا الى الحضن العربي	,0
نحتاج إلى سياسيين جدد عوضاً عن الفاسدين الحاليين 	,0
انت وراجع أستاذ وئام الله يرضى عليك شي تنين كيلو فيليه للشوي عاملين 	,0
رحمه الله قتله أسيادك أيها البوق الكبير 	,1
قالو لفرعون مين فرعنك قالن ما لقيت حدن يردني التغريدات ما بتكفي شو ناطرين لنبعتو عند اهلو و حبيبو ابن سوسو 	,0
نعم للتوحيد 	,0
تعرف تقول لنا جدك منين وأصلك منين  قبل ما تتكلم انت وتسأل عن التاريخ وانت مجرد كلب نابح نازح لا أصل لك	,1
جبران باسيل يتحمل مسؤولية إيصال البلد الى هذا الإنحدار المعنوي ويجب على الدولة ان كان هناك من بقايا 	,0
صدقت وضعت يدك على الجرح 	,0
عم بشركم أن جبران باسيل نفسه اطول بكثير من نفس ميشال عون وبعده شاب والله انا ما حبيته الا لأنه عملكم بالقلب	,0
طول بالك علينا يا حلو ما هني عم يبينو واحد ورا التاني خدلك سنكرز عبكرا بلكي بتروق 	,0
يلعن عرضك شو منافق يا بيار صوهيوشيوعي	,1
لازم يغَيرولا إسما من وزارة الطاقة ل وزارة كان بدنا ننجز بس ما خلّونا	,0
القمة العربية الاقتصادية والتنموية والاجتماعية في لبنان و مؤتمر صحفي لوزير الخارجية جبران باسيل	,0
جبران باسيل قصف جبهتكم هههههههههه	,0
ما تبيّن كأنك مأجور مفضوحة صارت الخبرية سورية تشهد أعنف قصف من العدو الصهيوني و انت حاطط راسك بقطر 	,0
عادي اصلن كل العظماء ما انفهموا بأيامهن الا ما يطلع جيل واعي و مستنير يتذوق هالشعر و يستطعم و يجعر من فرط السعادة و النشوة	,0
لك طز  عليك وعلى معلمك  أحمق البيت الأبيض	,1
بعد ما خلصت مهمتك بعدهم عميدفشوك لتعمله فتنه بلبلد اكيد زادو الدفعه العقاب لوهاب وهاب قاتل ابو دياب 	,0
فشرت برقبتك يا واطي تاريخنا و حاضرنا و شعبيتنا و مستقبلنا بيسوا رقبتك يا عديم الاخلاق 	,1
طهر نيعك يا عميل يا مفتن يا صغير و جوت امير قطر بنيعك ملاحظة جوت بالقطري يعني صرماية 	,1
بياخد الأوامر من معلمه حسن نصر الشيطان	,1
طيب وانت بعتبر عن رأيك ماتقعد مع عيلتك شوي 	,0
يعني عنجد يا ريت بتعطي وصف لحالك والله قرفت العالم منك 	,1
الفيمينستس صاروا يكرهوا العلاقات أكتر من السلفية	,0
جبران باسيل قصدك عم يحكي الشباب	,0
فيصل الجحش انت درزي كلب وبدك تحكي بالدين الإسلامي لك فشرت يا فيصل الجحش أن تتكلم بأسم الدين الإسلامي	,1
خبرنا بس كنت تدق للواء عثمان بخصوص السماح لأشخاص ببناء مساكن من دون رخصة وكان يرفضلك طلبك 	,0
الملوخية هي سيمبول الحب الجميل اللي من طرفين	,0
روسيا المنتصر في سوريا على بشار والارانيين وحزب الشيطان 	,0
سمعني لعنة روحه يلا يا علوي فشرت تكون سني	,1
كلب والله لندوسك يا ابن الحرام لك يلعن ابو النفضك شو ابن حرام فشرت تكون حمصي سني 	,1
علوي وصخ	,1
ابن الكلب رح يظل ابن كلب سواء كان مثقف أو عادي البحث عن المشترك نقاط التلاقي توحيد الصف فسبك كمثقف	,1
وئام وهاب لامير قطر لا أهلا ولا سهلا بأمير دعم الارهاب وراعي الاخوان المنافقين في بيروت سد نيعك يا صرماية	,1
هو استحق الضرب بقيمته المعنوية والصحافي رائع 	,0
لما يناغشا قبل الزواج بيقللا مجنونة وبعد الزواج بيقللا مجنونة بس بغير طريقة	,0
صفقات البلديات ما فهمت والله شو بتقصد  بتقصد صفقة مارسيلينو الحرك مع جبران 	,0
اهم شي اللبنانين هدول بشرشرو عنصرية بكل معنى الكلمة	,0
ما بيسترجي في مصالح شي مره شفت وليد بك انتقد بري	,0
ولو نسيت على المنار شكراً قطر وينك يا شيخ حمد 	,0
مصدقين حالكن يل انتخابات الجاي بصف حدك طلولا المختارة رح تضل فوق راسك 	,0
أنا ما قهرني إلّا اللبنانيون الذّين يغردون شكرا قطر وغادر القمة دغري بعد الافتتاحية 	,0
دخلك انت مش مطلوب عالقضاء	,0
يا وئام نحن الدروز لا نسكت ولا ننسا انتا لستا منا ولا تمثلنا تستقوي بحزب الشيطن الى مزبلة التاريخ يا حقير 	,1
يا طائفي روح اسأل أهل قانا وهني بخبروك	,1
طيب اوك خراس	,1
بس مين مسيطر على زراعة الحشيش مو كلها بالجنوب	,0
سميلي سياسي لبناني ما بيشد لطايفتو  بعدين عم تحكي معلومة وانت مش متأكد اذا مضبوطة	,0
ولك خراس يا زلعوط	,1
شارل منفصم عفكرة عايش بكوكب تاني	,0
لك ياصرمايي محدا سامعك لعمى شو طبل 	,1
سدو لبوزك 	,1
عزيزي وئام شو يعني رعديداً	,0
تسلملي انت والنموذجيه المشكله انه نحن الشيعه نبقى ندفع ثمن بقاء غيرنا نسيت انت وغيرك ابناء شهداء  	,0
انك تتمنى عوليد بك عدم التدخل متل ما بتتمنى عالبسَين ما ينط عالسمكات 	,0
فشرت بنص عينك ياكلب	,1
اصدر ترامب قراراً يقضي بتأمين الحماية لكل من وئام وهاب امين حطيط وقنديل وانيس النقاش	,0
بفهمك يمكن صعبة عليك تشوف إنسان ناجح و نظيف متل جبران باسيل	,0
وئام وهاب من الامارات يهاجم قطر وهو حليف لحزب الله كل دوله لها رجالها 	,0
انت اجدب ولا عم تجدبا لا اجدب ازبط اول شي لانك فلاح وابن ضيعة تاني شي فشرت	,1
لبنان طاهر بدم الشهدا يا خنزير فشرت انك تحكي علبنان يا خنزير 	,1
خلهم ثنين	,0
مصطفى حمدان كول هوا طوني خليفة	,1
انا كمواطن عربي عم بلّش إشعر بتحسّن تنموي	,0
شو بدو بهالدين الأعوج	,1
اية ألله العظمى جبران باسيل قدس الله سره ذكر أن امير قطر تخطاء الحصار وكلامه كذب	,0
حاطين جبران باسيل وقاعدين جبران قال هيك جبران حكي هيك روح يا بهيم شوف زعيمك لي ناهب البلد من سنة وبعدو بس الجمل ما بيشوف حردبتو	,1
