text,toxic
تعالي مصي زبي تعالي جزائرية قحبة,1
 بتتذكري الأسبوع الماضي وقت الحرايق هبيتي للمدافعة عن ك^ لزميلتك النايبة إنو شريف والحكي ما بكون بين الإ… ://./5,0
لو سمحت واحد صالونه لحم وعيش شلاني وواحد سف اب,0
شمسو تبقا منور ولي ينتقدك يغير برسكو ضهرت خير,0
21  اعلامية جميلة بكل المقاييس الانسانية.,0
 <>يامرتشين يا مفسدين يا اوسخ منكم مافي من سنة 1987 ..(كسمكم),1
 : َ<>تأمّل ..<>َ<>يا حي يا قيوم وفِّقني ؛ يا كريم أكرمني ؛ يا رزّاق ارزقني ؛ يا رحمن ارحمني ؛ يا ذا الجلال والإكرام أسعدني .…,0
كثروا المنافقين اصحاب المصالح هاذا اكبر كلب لأيران في لبنان ، تابع هالفديوا وتعرف هالمرتزق,1
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار…,0
يا يبه يا نور عيني شبّ عمري في هناك 💞,0
كل عام و انت ديوثَة و كل عام و انت نكرة و كل عام و انت ناقصة و كل عام عندك خلل ونقص انت بتشبهي كل الشي ا…,1
  اللي بيحط راسو بالتراب وماعنده اي كلام يحكيه عن الفاسدين يكف بلاه عن اللي بيحكي… ://./993,0
 المتسابقين لما يمزحون مع بعض بالكلام يعني مثل يا دب يا خيشه يا ... و غيرها .. فالناس بالهشتاق يكتبون لييه يقولون هالألفاظ عيب !! و خالد بساعة الصفر يوصل كلامهم للمتسابقين ، و هو شيء سخيف و مزح ما يستاهل يتناقش بساعة الصفر ..😁,1
 ليكي اسمي ريما عاصي وعايشة بكتدا وبجي على لبنان بالسنة مرتين روحي تشكي عليي لان بس شوفك بدي ادعس  راسك و… ://./2,1
يا الله انك تاخذه يا الله,0
مبهمك قل تربيتك ولعنه الخروات وذني كلمتك جاي تجاوب وضاهرة نتمقعر مسطك بهيم,1
مسكينة المسخرة مايا تحساب العباد تحبها,0
  ممكن تبذل جهد شوي بالتيزرات لأن يا شركه يا ملعونه الفانز يصورون صور احلى من تيزراتكم ذي اللي معلقين عليها من ايام تشير اب خخخخلاااصصصصصصصصص!!!!!!!!!!!!!! ,1
 هيدي الدوله العفيفه الشريفه متلك يا طاهره,1
اين هو العهد القوي من هذه المهزلة بوق مأجور,1
  الله يشلا ويذلا ويطول عمرا #ديما_الواطية,1
تسلم يا قائد دايما بتحط النقط عالحروق سلطة فاسدة وعاهرة سلبوا ونهبوا البلد,0
اختار الحل الصعب .. يا تفارق .. يا تحبّ ؟,0
روح نيك يظهر تونسية ضحكت خالاتك محروق الكلب قادر تعمل,1
انشاء الله اشوفك تتقلب بنار جهنم يا يونغ يا كلب . ,1
المؤسف ان الاستقلاليّين والتبعيين وقفوا في وجه الحلول للتدهور البيئي بينما الواجب الوطني لم يتحرك عن…,0
لطفي العبدلي ناسي تمثيلو مسلسل شوفلي حل اكبر ميبون سموسة ارجل يامنيك ڨداش نكره زك امو تفيييه هالمنظر,1
الناس الي تتكلم عليهم ياعمر فلحلقه وقلة عنهم فاشلين ،،،أنتا ما وصلت نص مستواهم يا فاشل وجالس تتلصق فيهم ,1
   انت لا حافظ تاريخك ولا تاريخ غيرك يا مُستعرب يا ابن ستين شـ*** وطه ولك عم بكولك انكلع يا صرمايه شو مابدك تفهم 😂😂😂,1
نحبها مريم بصح عملات خرج مراء البر معجبتنيش استنسي اخرتك وشي مريم دعويها تخرج,0
شخسعد يا عمي ريحنا من قرفك,1
يا كل عمري يا ابتهاجي يا فرحي 💛,0
 مزبوط في خيارين او بتكون إنسان او بتكون حمار،إذا  بتحترم إرادة الناس بتكون إنسان وإذا بس يخالفوك بتقلن… ://./000,0
"961  صح قال العهد
وترك موضوع الحكومة للحريري",0
@User.IDX الأهمال من الحوثي يا مرتزقة الأعلام وقوافل الأعانات من السعوديه والأمارات على مدار الساعه ولكن أعمى بصيرتكم الحقد على السعوديه والامارات حتى لا تقولوا الحقيقه؟ ,1
 مين انتي حتى تخاطبي السيد ��‍♂️��‍♂️�,0
 و يا أوسخ الناس انتي يلي مع مصلحتك  بتمشي,1
@User.IDX رجعت الكلاب الى الجزيرة وبدءت تنبح ونتهش ومتى تبدءين في التحضير .واعلمي ان الشعب اكبر من ماتفكرون له يا بني صهيون . ,1
تطبيق القانون يعتبر عنف يريدون يطبق القانون,0
#صباح_الخميس <>/ يا صباح_الخير يا يوم الخميس<>يا صباح الضحك من بعدالكدر<> ترسم البسمه على وجه التعيس<>وتريّح الاحباب من ضيق الصدر<>ِ<>صباحكم راحة وخميسكم وناسة🌹,0
تستعبط عبيط والله نشوفك نمسح القاعة ولد قارة غلبتو اعلام القحب والفجور,1
يا لقيط يا ابن الزانية فيك تسد بوزك و هيك قمة بدها هيك مستوى نمسح فيهن الارض لكلن الدول العربية و ما حت…,1
بلي نقلعو الصوم اعلمو جهلاء ملحدين المسيحيين اليهود يصومو الأوربيين يصومون الصوم مليح للصحة,1
  رايي انك ما تفرضش رايك على حد وما تسفهش راي حد<>استمر ف دعواتك وحاول تلاقي اسلوب مقنع عشان تقنع الناس برايك لو شايف ان ده فيه المصلحة<>وتاني مش دعاة الشرعية هم اللي معطلين الحراك الثوري<>ده رايي يا بهاء يا ريت تكون فهمتن,0
طيب انا لو ف الملعب (من الحداشر يعني) وسمعت الجمهور بيقول ولا يا ولاااا يا زمالكااااااااوي هسيب الملعب واتحزم وارقص 😂😂😂,1
الشعب التونسي شعب ديوث ويعطي رأيه احكام القرآن الكريم ويقول الموضوع لايهمه لاحول بالله العلي العظيم,1
تلو الشهرة يهم كشي ربي إل خلقك ربي يهديك,0
 : يا زماالك يا اجمل حاجه فى الدنيا والله❤️❤️❤️,0
هذه التجربة التي اعتبرتها خطوة جيدة شو وضع هول الشخصين اللي صاروا كتاب عدل وهني دون السن القانونية بعمر…,0
بحقكم منا لعشر سنين تصير تونس وكر دعارة الجزائريين ويصير العلاقات الجنسية مباحة الغرب نصيرو نجو لتونس ننكحو لذ وطاب ونروحو,1
بالعكس أقمتم الشريعة ينتشر الفسق والفجور والكبائر وزنى المحارم تعلم دينك القذر حلل تنيك أمك وبنتك يجوز للإبن ينكح أمه بشرط يضع إحليله زبه قماش ويجوز للأب ينكح إبنته الزنى ويطأها وينجب أطفال المذاهب الأربعة ويجوز نكاح الجثة المية مضاجعة الوداع ويجوز نكاح البهيمة ونكاح الجهاد وإرضاع الكبير يوجد فساد أكثر إحمدوا ربكم العلمانية,1
والله جيت وزير تونس انضفها الشلايك نهبط الكومندوس الغربة جنة,1
 خلص ما تزعلي انتِ ايقونة الثورة�,0
بيت الدعارة مطرح منك ساكنة ، الجامع ألوا أحترام,1
السن سبسي تخافش ربي واين رايح الشيب والعيب,1
رايح تتناك وتلعبو بكلام ربي ضك تزيد تخلا نشاء حاش ليميستاهلش,1
 حبيبتي # مبارح جنيت وانا عم بحضرك الله يحميكي شكرا.,0
هو يا أكل يا دخان ماعندي شي أسويه، ايع زهقت!,0
@User.IDX في الواقع قصفت إسرائيل قوات إيرانية في سوريا و على بعد كيلومترات ولم نسمع أي رد من خنازير ايران ,1
هههههه قصف جو أرض شميسة طاحت فمو مشرك لابس تريكو معمر فلفل,0
كلام سليم وانت ايضا تحت القضاء,0
حرية لعرا توانسا احرار متربيين تفوو,0
لا تخربوا أوطانكم كما فعل العرب,0
مضيفا نحن بزماننا ما كان عنا غير مجنقات بخارية قال بدهن الكترونية قال حاج اكل خرا,1
